exec,volume,volatility,spread,news,ml,tail_risk,IC,top_win_rate,bot_win_rate,spread_q4_q1,label,combined
0.08537535613701437,0.3972951892203483,0.05653612406922614,0.08755910672882661,0.0010117957117812216,0.33320283975167636,0.0390195883811269,0.0127,0.4869,0.4656,0.000415,,0.7642682072829132
0.17009879696448257,0.0001990913456258514,0.22785179009928505,0.18323824486136173,0.1760492920390041,0.11459197128038272,0.127970813409858,0.0038,0.4761,0.4676,-0.000565,,0.1653186274509811
0.011350533856694486,0.045360137511765576,0.188360306141193,0.6933591400421366,0.055625857714378835,0.0018451295139785965,0.004098895219852843,0.0092,0.4759,0.4708,0.000121,,0.38804271708683474
0.002899987421989183,0.46314233717278247,0.05522473167619885,0.000103933580670211,0.39638345817658505,0.03176067547658749,0.05048487649518675,0.0114,0.4887,0.4736,-0.000147,,0.7471463585434179
0.011943875104064665,0.5612935545146276,0.007323456958483207,0.0155839753548841,0.27297306807698557,0.13066662832303635,0.0002154416679185192,0.012,0.4887,0.4716,-0.000191,,0.7723564425770313
0.03335925372200608,0.4564080945514013,0.3149139703620727,0.08268218998660781,0.05204169647738206,0.001156344515602482,0.05943845038492765,0.0128,0.4879,0.4672,0.000146,,0.7893032212885155
0.37735085775897176,0.05014003730457984,0.5163397946276415,0.027745669706681436,0.0007613497829085645,0.0007516974789148999,0.02691059334030207,0.0038,0.49,0.4664,-0.000567,,0.4549019607843135
0.04315632031602098,0.16129498085708877,0.006450475630728982,0.02699394267337049,0.07226059025953539,0.6613001270858255,0.028543563177429915,0.0125,0.4858,0.466,4.5e-05,,0.732948179271709
0.00019534973862085064,0.003304462375785132,0.15395312901914515,0.0029936112999730774,0.03806612251569667,0.6746191642967104,0.12686816075406873,0.0096,0.478,0.4732,6e-06,,0.4485994397759101
0.02466699752109306,0.15398482272820438,0.018913591357793927,0.032796616647572725,0.3750297379158483,0.05762842454341444,0.3369798092860733,0.0119,0.4846,0.4652,0.000155,,0.6827380952380948
0.3550799409747643,0.0008196937971594623,0.034878582772573156,0.2696895761180934,0.01401258307459702,0.00014824968338427797,0.3253713735794284,0.0063,0.4792,0.4676,-0.000578,,0.3349439775910369
0.012914943138107697,0.029073294053438385,0.3894772565216906,0.00905202961064901,0.195535404683605,0.21390559192745923,0.1500414800650502,0.0117,0.488,0.4684,0.000177,,0.7451680672268906
0.11497071273701871,0.6708421546744273,0.043408362996089814,0.010104880591483359,0.005776464890381987,0.1548968947209446,5.293896540634503e-07,0.0106,0.488,0.4684,-0.000155,,0.6989495798319325
0.14274612774999307,0.1642692013566569,0.0008463275072638937,0.3243643835896731,0.27562801498954853,0.01784420966467328,0.07430173514219138,0.0073,0.478,0.4688,3.6e-05,,0.3519607843137253
0.11873720654197036,0.018916771288686966,0.02987891494112683,0.015463807372466243,0.3361321284834943,0.48086747460655543,3.696765699726417e-06,0.0026,0.488,0.4688,-0.000435,,0.36281512605042
0.008995545562090488,0.1144993924729727,0.1305307660892729,0.120638249874368,0.3678167334087819,0.136012304443531,0.12150700814898288,0.0105,0.4776,0.4756,-7.8e-05,,0.47808123249299794
0.13788384711838056,0.17776558874050594,0.03779831019310909,0.3433666935034851,0.0016919194009877084,0.1455379473620107,0.15595569368152093,0.0077,0.4778,0.4676,0.000132,,0.3646008403361347
0.05074824356659895,0.03461609572904566,0.2424364694076666,0.37870396600128375,0.11886191509831409,0.1598016439042988,0.014831666292792055,0.0058,0.4764,0.4692,-0.0003,,0.2556022408963585
0.050612080233615846,0.033088010081094035,0.12640339083194652,0.024725326094662357,0.15049222796232573,0.31287343641931153,0.3018055283770439,0.0057,0.4876,0.4752,-0.000773,,0.4847338935574225
